gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1884906376																	PreservedSpecimen				464																																														2010																		Ghana	GHA	Eastern			mangoase prako road																																																																				Stanchytarpheta cayennesis								Plantae					Verbenaceae																		
1884906375																	PreservedSpecimen				481																																														1975	6	24																Ghana	GHA	Eastern			Mampong Akuapem																																																																				Mussaeda erythrophylla Schum and Thonn								Plantae					Rubiaceae														Twi:Damaram,Ewe:Nyela Ga: yo-mo gugosa				
1884906374																	PreservedSpecimen				458																																														1993	2	18																Ghana	GHA	Eastern			Ayikuma CSRPM																																																																				Lippia multiflora								Plantae					Verbenaceae														Twi:Saa-nunum				
1884906373																	PreservedSpecimen				437																																														2003	8	12																Ghana	GHA	Eastern																																																																							Aspilia africana(pers)C.O.Adams								Plantae					Compositae/Asteraceae														Twi:Mfofo				
1884906372																	PreservedSpecimen				495																																														1990	11	29																Ghana	GHA	Eastern			Mampong Akuapim																																																																				chenopodium ambrosioides Linn.								Plantae					Chenopodiaceae																		
1884906371																	PreservedSpecimen				396																																														1991	3	8																Ghana	GHA	Eastern			Mampong Arboretum																																																																				Capsicum flutescens Linn.								Plantae					Solanaceae														Twi:Nyera				
1884906370																	PreservedSpecimen				478																																														2010	3	4																Ghana	GHA	Eastern			Akuse																																																																				Gardenia ternifolia								Plantae					Rubiaceae														Twi:Peteprebe Ga:Akp_t_kpl_bii, Ewe:Flif_				
1884906369																	PreservedSpecimen				430																																														1972	7	27																Ghana	GHA																																																																								Bidens pilosa linn								Plantae					Compositae/Asteraceae														Twi:Dwirantwi				
1884906367																	PreservedSpecimen				432																																														1991	2	25																Ghana	GHA	Eastern			CSRPM Nursery, Mamong																																																																				Emelia sonchifolia(Linn.) DC								Plantae					Compositae/Asteraceae																		
1884906366																	PreservedSpecimen				385																																														1975	8	12																Ghana	GHA	Eastern			Mampong-Akwapim																																																																				Funtimia africana(Benth) Stapf.								Plantae					Apocynaceae														Twi:_s_s_(W)/Okae/Mama,Ewe:Kpomi,Ga:Oseseo,Fante:_s_s_				
1884906365																	PreservedSpecimen				441																																														2003	11	17																Ghana	GHA	Accra			Achimota																																																																				Vernonia amygdalina								Plantae					Compositae/Asteraceae																		
1884906364																	PreservedSpecimen				475																																														1990	12	3																Ghana	GHA	Eastern			Mampong-Kofordua																																																																				Otomeria Guineensis Benth								Plantae					Rubiaceae														Twi: Peyae Biasa Ashanti: Nyimo Ga: Oyefo-Owefa				
1884906363																	PreservedSpecimen				468																																														1970	3	22																Ghana	GHA	Eastern			Kade A.R.S																																																																				Mascularia acuminata								Plantae					Rubiaceae																		
1884906362																	PreservedSpecimen				446																																														1990	9	26																Ghana	GHA	Eastern			Adwaso-Mangoase rd. at Kukua																																																																				Mondia whitei Hook(F.Skeels)								Plantae					Periplocaceae														Twi:Asase muhuam/Owase				
1884906361																	PreservedSpecimen				450																																														2010	3	4																Ghana	GHA																																																																								Parquentina nigrescens								Plantae					Periplocaceae														Twi:Aba-kamo				
1884906360																	PreservedSpecimen				378																																														2003	11	19																Ghana	GHA	Accra			legon Botanical Gardens																																																																				Alstonia boonei								Plantae					Apocynaceae																		
1884906359																	PreservedSpecimen				402																																														2008	5	15																Ghana	GHA	Eastern			Mampong Arboretum																																																																				Solanum verbascifoluim								Plantae					Solanaceae																		
1884906358																	PreservedSpecimen				372																																														1995	4	20																Ghana	GHA	Eastern			Mampong Arboretum																																																																				Picralina nitida Stapf								Plantae					Apocynaceae														Twi:_kwanwene				
1884906357																	PreservedSpecimen				391																																														1991	3	15																Ghana	GHA	Eastern			Arboretum																																																																				Rauwolfia vormitoria Af2								Plantae					Apocynaceae														Twi:Akakapepe/Kakapenpen,Ewe:D_demakp_woe,Nzima:Baka_mb_				
1884906356																	PreservedSpecimen				436																																														2003	8	12																Ghana	GHA	Eastern			Mampong-Akwapim(CSRPM Aboretum)																																																																				Ageratum conyzoides Linn.								Plantae					Compositae/Asteraceae														Twi:Guakro/Gu-ekuro/Adwow-kuro,Ewe:Nyibe/Mima,Ga:Ntulumlu,Nzema:Ebankulo				
1884906355																	PreservedSpecimen				416																																														2010	3	4																Ghana	GHA	Eastern			Mangoase-prako road																																																																				Heliotropium strigosum								Plantae					Boraginaceace																		
1884906354																	PreservedSpecimen				403																																														1975	2	8																Ghana	GHA	Eastern			Mapmong Akwapem																																																																				Lycopersicum esculentum								Plantae					Solanaceae														Twi:Tomatoes				
1884906353																	PreservedSpecimen				406																																														1992	6	15																Ghana	GHA	Volta			Akpafu-Mempeasem																																																																				Nicotiana tabacum Linn								Plantae					Solanaceae																		
1884906352																	PreservedSpecimen				439																																														2010	10	20																Ghana	GHA	Eastern			CSRPM Building ,Mampong Akwapem																																																																				Erydra fluctuans Lour.								Plantae					Compositae/Asteraceae																		
1884906351																	PreservedSpecimen				457																																														2012																		Ghana	GHA	Eastern			South of Dr.O.Ampofo's house (mampong Akwapem)																																																																				Lantana Camara Linn.								Plantae					Verbenaceae														Twi:Ananse donko Ga:Ananu Komi				
1884906350																	PreservedSpecimen				424																																														1990	11	29																Ghana	GHA	Eastern																																																																							Synedrella nodiflora								Plantae					Compositae/Asteraceae														Twi:Mamp_nfo ap_no				
1884906349																	PreservedSpecimen				418																																														1991	3	14																China	GHA																																																																								Artemisia annua								Plantae					Compositae/Asteraceae																		
1884906348																	PreservedSpecimen				398																																														2010	3	24																Ghana	GHA																																																																								Schwenckia americana								Plantae					Solanaceae														Twi:Agyennyease;Ewe:M_xe;Ga:Emanan, Shwu_bl_ (_leplants brown)				
1884906347																	PreservedSpecimen				460																																														1990	11	19																Ghana	GHA	Eastern			Mampong Akuapim																																																																				Cleronderindron capitatum Linn.								Plantae					Verbenaceae																		
1884906346																	PreservedSpecimen				415																																														2010	9	2																Ghana	GHA	Eastern			Okrakwadwo- Akwapem																																																																				Heliotropium indicum Linn								Plantae					Boraginaceace														Twi:Ak_mf_manko,Ansamk_nakyi;Ewe:Koklot_tsu;Ga:Gbek_ii awo				
1884906345																	PreservedSpecimen				453																																														1991	3	14																Ghana	GHA																																																																								Calotropis procera (Ait) Ait.f.								Plantae					Asclepidaceae																		
1884906344																	PreservedSpecimen				411																																														1990	1	21																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Datura stramonium Linn								Plantae					Solanaceae																		
1884906343																	PreservedSpecimen				422																																														2010	10	28																Ghana	GHA	Eastern			Mampong Estate																																																																				Synedrella nodiflora								Plantae					Compositae/Asteraceae														Twi:Mampofo-apoo;Ga:Kpakpa-debli				
1884906342																	PreservedSpecimen				421																																														1994	3	10																Ghana	GHA	Eastern																																																																							Aspilia linearifolia Oliv & Hiern								Plantae					Compositae/Asteraceae														Twi:Mfofo				
1884906341																	PreservedSpecimen				377																																														1991	4	6																Ghana	GHA	Accra			Cozy Inn Restaurant Accra																																																																				Nerium odorum soland.								Plantae					Apocynaceae																		
1884906340																	PreservedSpecimen				479																																														1990	7	16																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Cremaspora triflora(Thonn.)K.Schum								Plantae					Rubiaceae														Twi:_hyem				
1884906339																	PreservedSpecimen				419																																														1975	7	7																Ghana	GHA	Eastern			Mampong Akwapim																																																																				Ageratum coryzoides								Plantae					Compositae/Asteraceae														Twi:Oguakro,Ewe:Mima,Fante:Efumimoe				
1884906338																	PreservedSpecimen				361																																														1975	1	27																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Synsepalum dulcificum D.aniell								Plantae					Sapotaceae														Twi:Asaa/Asewa;Ewe:L_didi;Fante:Abrene				
1884906337																	PreservedSpecimen				435																																														2010	10	20																Ghana	GHA	Eastern			CSPRM Building, Mampong-Akwapim																																																																				Ageratum conyzoides Linn.								Plantae					Compositae/Asteraceae														Twi:Guakro,Ewe:Nyibe,Ga:Ntulumlu,Nzema:Ebankulo				
1884906336																	PreservedSpecimen				448																																														2003	8	12																Ghana	GHA	Eastern			Mampong Akuapem																																																																				Cryptolepis sanguinolente.(Lindl.) schltr.								Plantae					Periplocaceae														Twi:Nibima Ewe:Kadze Hausa:Gangamau				
1884906335																	PreservedSpecimen				380																																														1993	12	15																Ghana	GHA	Eastern			Amanokrom-Akwapim																																																																				Alstonia boonei De Wild								Plantae					Apocynaceae														Twi: Onyamedua,Ewe:Siak_t_kr_				
1884906334																	PreservedSpecimen				374																																														1993	6	11																Ghana	GHA	Eastern			Mampong Akwapem (Abotakyi) at Dr. oku's residence juncton																																																																				Voacanga africana  Stapf								Plantae					Apocynaceae																		
1884906333																	PreservedSpecimen				399																																														2010	7	7																Ghana	GHA	Eastern			Mampong Arboretum																																																																				Capsium frutescens								Plantae					Solanaceae														Twi:Mako;Ewe:Atadi/Kuklui/Kikode				
1884906332																	PreservedSpecimen				365																																														1993	8	16																Ghana	GHA	Eastern			CSRPM Compound or surrounding																																																																				Spigelia anthelmia Linn								Plantae					Loganiaceae														Ewe:Amayi?				
1884906331																	PreservedSpecimen				393																																														2009	1	29																Ghana	GHA	Eastern			Begro Forest																																																																				Funtumia elastica								Plantae					Apocynaceae														Twi:Ofuruntum				
1884906330																	PreservedSpecimen				413																																														1992	12	16																Ghana	GHA	Eastern			Mampong Akwapem. Atwubiso near valley, towards school for the Deaf																																																																				Plumbago zeylanica								Plantae					Plumbaginaceace														Twi:_hyewgya				
1884906329																	PreservedSpecimen				390																																														2001	7	31																Ghana	GHA	Volta			Hohoe																																																																				Rauwolfia vormitoria Af2								Plantae					Apocynaceae																		
1884906328																	PreservedSpecimen				359																																														2010	3	24																Ghana	GHA	Volta			Ho-Tsito road																																																																				Chrysophyllum albidium G.Don.								Plantae					Sapotaceae														Twi:Adesaa;Ewe:Adansawa;Ga:K_fu				
1884906327																	PreservedSpecimen				394																																														1977	8	9																Ghana	GHA	Eastern			Anyansu near Apeguso																																																																				Bassea zygodiodes (K.Schum.)Stapt.								Plantae					Apocynaceae														Twi:Obireku Ani				
1884906326																	PreservedSpecimen				423																																														2010	1	7																Ghana	GHA	Eastern																																																																							Synedrella nodiflora								Plantae					Compositae/Asteraceae														Twi:Mampofo-apoo;Ga:Kpakpa-debli				
1884906325																	PreservedSpecimen				356																																														1988	12	27																Ghana	GHA	Upper east			Nandom																																																																				Diospyros mespiliforms Hochst								Plantae					Ebenaceae														Twi:Okusibiri;Dagarti:Gadaa;Dagomba:Gaa				
1884906324																	PreservedSpecimen				408																																														1975	2	8																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Lycopersicum esculentum								Plantae					Solanaceae														Twi:Tomatoes				
1884906323																	PreservedSpecimen				382																																														2009	4	15																Ghana	GHA	Eastern			Mampong Arboretum																																																																				Pleiocarpa mutica Benth.								Plantae					Apocynaceae														Twi:(_)kanwen(E)				
1884906322																	PreservedSpecimen				383																																														2010	1	7																Ghana	GHA	Eastern			Mangoase-prako road																																																																				Pleiocarpa mutica								Plantae					Apocynaceae														Twi:(_)kanwen(E)				
1884906321																	PreservedSpecimen				431																																														1990	12	10																Ghana	GHA	Eastern			Mampong-Akwapim																																																																				Emilia praetermissa Milne-Redhead								Plantae					Compositae/Asteraceae																		
1884906320																	PreservedSpecimen				456																																														1990	11	29																Ghana	GHA	Eastern			Tetteh Quarshie Memorial Hospital premisis (Mampong Akuapim)																																																																				Secamone Afzelii(schultes)k.Schum								Plantae					Asclepidaceae														Twi;Korantemaa/Ahaban Korantemaa				
1884906319																	PreservedSpecimen				412																																														1991	1	17																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Datura metel Linn.								Plantae					Solanaceae																		
1884906318																	PreservedSpecimen				405																																														1990	11	19																Ghana	GHA	Eastern			Obosomase Akwapem																																																																				Solanum torrum Swartz								Plantae					Solanaceae														Twi:Susuruba				
1884906317																	PreservedSpecimen				409																																														1991	1	10																Ghana	GHA	Eastern			Aburi Botenical Gardens																																																																				Solanum erianthum ( syn. S. verbascifolium Linn)								Plantae					Solanaceae														Twi: Pep_diawuo				
1884906316																	PreservedSpecimen				401																																														2009	7	24																Ghana	GHA	Eastern			Mamfe-Lareh road between Sec. Sch. And chapel on right side																																																																				Solanum verbascifoluim								Plantae					Solanaceae																		
1884906315																	PreservedSpecimen				417																																														1991	5	23																Ghana	GHA	Eastern			Mampong Akwapem near Bungalow 3																																																																				Ethretia cymosa Thonning								Plantae					Boraginaceace														Fante:As_nk_nini				
1884906314																	PreservedSpecimen				387																																														1975	1	27																Ghana	GHA	Eastern			Arboretum																																																																				Landophia owariensis P. Beaux.								Plantae					Apocynaceae														Twi:Ap_nt_re/Ahamafufu,Ga:Kiakia/Alab_nt_le				
1884906313																	PreservedSpecimen				341																																														1982	1	9																Ghana	GHA	Eastern			Adinadin																																																																				Lannea welwitschii								Plantae					Anacardiaceae														Twi;(O)kumnini/Abrewanyansin				
1884906312																	PreservedSpecimen				414																																														1991	3	21																Ghana	GHA	Eastern			Obikyere (community centre) Mampong Akwapem																																																																				Heliotropium indicum Linn								Plantae					Boraginaceace														Twi:Akonfematiko				
1884906311																	PreservedSpecimen				370																																														1978	7	13																Ghana	GHA	Eastern			Mampong Akwapem																																																																				catharanthus roseus Linn. G. Donn								Plantae					Apocynaceae																		
1884906310																	PreservedSpecimen				346																																														1978	1	31																Ghana	GHA																																																																								Byrsocarpus coccineus Schum & Thonn.								Plantae					Connaraceae														Twi:Awenadee				
1884906309																	PreservedSpecimen				381																																														1991	3	18																Ghana	GHA	Accra			legon Botanical Gardens																																																																				Strophantus hispidus Dc.								Plantae					Apocynaceae														Twi:Amanfohama,Ga:_maatwa/Akl__				
1884906308																	PreservedSpecimen				404																																														1976	7	22																Ghana	GHA	Eastern			Akwapem Kwamoso																																																																				Physalis angulata Linn.								Plantae					Solanaceae														Twi:Tot_tot_;Ewe:Wotowoto;Fante:Nsunsu;Ga:Toto				
1884906307																	PreservedSpecimen				338																																														1992	8	3																Ghana	GHA	Eastern			Amanokrom- Akwapem																																																																				Mangifera indica Linn								Plantae					Anacardiaceae														Twi:Mango;Amago(Awuna)				
1884906306																	PreservedSpecimen				366																																														2010	1	7																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Anthocleista nobilis								Plantae					Loganiaceae																		
1884906305																	PreservedSpecimen				339																																														2010	5	27																Ghana	GHA	Eastern			T.Q.M.H. Flat																																																																				Spondias monbin Linn								Plantae					Anacardiaceae														Twi:Atooa;Ewe:Akuk_ti;Ga;Ad_d__t_o				
1884906304																	PreservedSpecimen				349																																														1972	7	27																Ghana	GHA																																																																								Cnestis ferruginea DC.								Plantae					Connaraceae														Twi:Apowse;Fante:Akitase;Nzima:Pudaegye				
1884906303																	PreservedSpecimen				386																																														1975	1	27																Ghana	GHA	Eastern			Ayikuma																																																																				Landophia owariensis P. Beaux.								Plantae					Apocynaceae														Twi:Ap_nt_re/Ahamafufu,Ga:Kiakia/Alab_nt_le				
1884906302																	PreservedSpecimen				375																																														1991	6	24																Ghana	GHA	Eastern			Awherease- Akwapin																																																																				Strophanthus sarmentosus DC								Plantae					Apocynaceae														Twi:_maatwa-nini/Mamfohama;Ewe: (Krepi) Atikplale (Sodgati);Nzima:Adwokuma				
1884906301																	PreservedSpecimen				369																																														2010	3	4																Ghana	GHA	Volta			Ho-Tsito road																																																																				Spigelia anthelmia Linn								Plantae					Loganiaceae																		
1884906300																	PreservedSpecimen				353																																														2009	4	3																Ghana	GHA	Eastern			Adawso Farm																																																																				Brysocarpus coccineus (Schunm & Thonn)								Plantae					Connaraceae														Twi:Awennade;Ewe:Ayitsi				
1884906299																	PreservedSpecimen				388																																														2010	1	7																Ghana	GHA	Volta			Ho-Tsito road																																																																				Thevetia neriifolia								Plantae					Apocynaceae																		
1884906298																	PreservedSpecimen				425																																														1978	8	17																Ghana	GHA	Eastern			Mampong Akwapim																																																																				Synedrella nodiflora								Plantae					Compositae/Asteraceae														Twi:Mampongfo apow				
1884906297																	PreservedSpecimen				347																																														1991	3	14																Ghana	GHA																																																																								Cnestis ferruginea DC.								Plantae					Connaraceae														Twi:Apowse				
1884906296																	PreservedSpecimen				376																																														1991	4	6																Ghana	GHA	Accra			U.S.T Guest House Accra																																																																				Nerium oleander Linn.								Plantae					Apocynaceae														Ga:F_f_it_o( flower plant)				
1884906295																	PreservedSpecimen				397																																														1992	4	24																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Solanum nigrum Linn								Plantae					Solanaceae																		
1884906294																	PreservedSpecimen				360																																														1988	10	7																Ghana	GHA	Eastern																																																																							Synsepalum dulcificum D.aniell								Plantae					Sapotaceae														Twi:Asaa/Asewa;Ewe:L_didi				
1884906293																	PreservedSpecimen				392																																														2003	12	4																Ghana	GHA	Eastern			Aburi hills																																																																				Rauwolfia vormitoria								Plantae					Apocynaceae																		
1884906292																	PreservedSpecimen				331																																														1993	4	5																Ghana	GHA	Accra			Dodowa Accra road																																																																				Deinbollia pinnata Schum & Thonn.								Plantae					Sapindaceae														Twi:Mmaata;Ewe:Nyi-mia-wo-ade;Ga:W___gbogbo				
1884906291																	PreservedSpecimen				363																																														1990	8	9																Ghana	GHA	Eastern			_bom near Adawso																																																																				Strychnos splendens Gilg								Plantae					Loganiaceae														TwiNkwaa nkwa, Same hams				
1884906290																	PreservedSpecimen				367																																														1977	6	27																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Anthocleista djalonensis A.Chev.								Plantae					Loganiaceae														Twi:Awudifo-Ak_t_				
1884906289																	PreservedSpecimen				373																																														1990	12	12																Ghana	GHA	Eastern			Frankadua-Anum-Asikuma road																																																																				Carissa edulis Vahl.								Plantae					Apocynaceae														Twi:Nk_nkyere,Akok_b_sa,Ga:Akok_b_sa				
1884906288																	PreservedSpecimen				321																																														1975	1	16																Ghana	GHA	Eastern			Agyankama																																																																				Blighia unijugata Bak ( Syn Phialodiscus ( Bak) ) Radlk								Plantae					Sapindaceae														Twi:Ankyebiri/Ankyew/kaasi;Fante:_tedua				
1884906287																	PreservedSpecimen				323																																														2009	4	3																Ghana	GHA	Eastern			Adawso Farm																																																																				Lecaniodiscus cupanioides planch. Ex Benth.Aky								Plantae					Sapindaceae														Twi:(A)dwindwera;Ga:Dzidzineawe				
1884906286																	PreservedSpecimen				350																																														1972	11	24																Ghana	GHA																																																																								Agelaea obliqua (P.Beauv) Baill								Plantae					Connaraceae														Twi:Awenade				
1884906285																	PreservedSpecimen				389																																														1975	7	7																Ghana	GHA	Eastern			Mampong-Akwapim																																																																				Rauwolfia vormitoria Af2								Plantae					Apocynaceae														Twi:Akakapepe/Kakapenpen,Ewe:D_demakp_woe,Nzima:Baka_mb_				
1884906284																	PreservedSpecimen				362																																														1990	8	9																Ghana	GHA	Eastern			Anyansu near Apeguso																																																																				Strychnos splendens Gilg								Plantae					Loganiaceae														Twi:Samee Hama				
1884906283																	PreservedSpecimen				320																																														1990	11	19																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Cardiospermum grandiflorum Swartz								Plantae					Sapindaceae														Twi:Tot_to/Asuani;Ewe:Tooto				
1884906282																	PreservedSpecimen				364																																														1990	8	9																Ghana	GHA	Eastern			Anyansu near Apeguso																																																																				Strychnos splendens Gilg								Plantae					Loganiaceae														TwiNkwaa nkwa, Same hams				
1884906281																	PreservedSpecimen				351																																														1975	2	19																Ghana	GHA	Eastern			Nankese, Suhum																																																																				Agelaea obliqua (P.Beauv) Baill								Plantae					Connaraceae														Twi:Abubunade				
1884906280																	PreservedSpecimen				319																																														1991	3	12																Ghana	GHA	Eastern			Amanfo near Mampong Akwapem																																																																				Cardiospermum grandiflorum Swartz								Plantae					Sapindaceae														Twi:Tot_to				
1884906279																	PreservedSpecimen				352																																														2009	7	28																Ghana	GHA	Eastern			Ayikumah Aboretum																																																																				Byrsocarpus coccineus Schum & Thonn.								Plantae					Connaraceae														Twi:Awennade;Ewe:Ayitsi				
1884906278																	PreservedSpecimen				325																																														2010	9	7																Ghana	GHA	Eastern			Ayikumah Aboretum																																																																				Synsepalum dulcificum								Plantae					Sapindaceae																		
1884906277																	PreservedSpecimen				368																																														1988	10	4																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Anthocleista nobilis G.Donn.								Plantae					Loganiaceae														Twi:Owudifo akete				
1884906276																	PreservedSpecimen				335																																														1988	11	10																Ghana	GHA	Upper east			Nandom																																																																				Heeria insignis (Del) O.Kurtze (Syn. Rhus insisnis Del)								Plantae					Anacardiaceae														Dagati:Notuo				
1884906275																	PreservedSpecimen				343																																														1991	1	23																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Bysocarpus coccineus Schum & Thonn								Plantae					Connaraceae														Twi:Awenadee				
1884906274																	PreservedSpecimen				326																																														1988	9	29																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Blighia sapidia Koning								Plantae					Sapindaceae														Twi:Ankye/Ankye-fufuo;Ga:Ayigbe Atia Ewe:Adza				
1884906273																	PreservedSpecimen				336																																														1988	11	10																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Anacardium occidenatale Linn.								Plantae					Anacardiaceae														Twi:Atea;Ewe:Yevutsa;Ga:Atea				
1884906272																	PreservedSpecimen				317																																														1993	4	5																Ghana	GHA				Aboretum																																																																				Deinbollia pinnata Schum & Thonn.								Plantae					Sapindaceae														Twi:Maa-ta;Ewe:Nyi-mia-wo-ade;Ga:(Abokobi) W_t__gbogbo				
1884906271																	PreservedSpecimen				315																																														1991	2	27																Ghana	GHA																																																																								Trichilia prieuriana A. Juss.								Plantae					Meliaceae														Twi:Kakradikro/Awonkuruwa				
1884906270																	PreservedSpecimen				342																																														2009	4	3																Ghana	GHA	Eastern			Adawso Farm																																																																				Brysocarpus coccineus (Schunm & Thonn)								Plantae					Connaraceae														Twi:Awennade;Ewe:Ayitsi				
1884906269																	PreservedSpecimen				306																																														1975	6	13																Ghana	GHA	Eastern			Adinadin																																																																				Khyaya ivorensis A.Chev.								Plantae					Meliaceae														Twi:Odup_n				
1884906268																	PreservedSpecimen				384																																														1992	5	10																Ghana	GHA	Eastern			Maane-Amanokrom																																																																				Funtimia africana(Benth) Stapf.								Plantae					Apocynaceae														Twi:_s_s_(W)/Okae/Mama,Ewe:Kpoli,Ga:Oseseo				
1884906267																	PreservedSpecimen				333																																														2010	3	16																Ghana	GHA	Eastern			Akuse																																																																				Lannea welwitschii								Plantae					Anacardiaceae														Twi:Aberewa nyansin				
1884906266																	PreservedSpecimen				354																																														1972	8	27																Ghana	GHA																																																																								Cussonia bancoensis Aubrev & pellegr								Plantae					Araliaceae														Twi:Kwabofere;Ewe:Awlua				
1884906265																	PreservedSpecimen				407																																														1993	5	17																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Nicotiana rustica Linn								Plantae					Solanaceae														Twi:Awuaha				
1884906264																	PreservedSpecimen				340																																														1976	4	26																Ghana	GHA	Upper east			Bolgatanga Navrongo road																																																																				Sclerocarya birrea(A.Rich.) Hochst								Plantae					Anacardiaceae																		
1884906263																	PreservedSpecimen				379																																														2010	10	20																Ghana	GHA	Eastern			Ayikuma arboretum																																																																				Alstonia boonei De Wild								Plantae					Apocynaceae														Twi: Onyame-dua,Ewe:Siak_t_kr_				
1884906262																	PreservedSpecimen				314																																														1993	4	17																Ghana	GHA	Eastern			Ayikumah township																																																																				Azadirachta indica A. Juss								Plantae					Meliaceae																		
1884906261																	PreservedSpecimen				292																																														1994	2	15																Ghana	GHA	Eastern			Aburi Hills																																																																				Aeglopsis chevalieri Swingle.								Plantae					Rutaceae														Twi:Obuobi				
1884906260																	PreservedSpecimen				309																																														1988	9	29																Ghana	GHA	Accra			legon																																																																				Khaya senegalensis (Ders) A. Juss.								Plantae					Meliaceae														Twi:Kuutuukuni				
1884906259																	PreservedSpecimen				358																																														2010	1	7																Ghana	GHA																																																																								Chrysophyllum albidium								Plantae					Sapotaceae														Twi:Adesaa;Ewe:Adansawa;Ga:K_fu				
1884906258																	PreservedSpecimen				357																																														1979	8	23																Ghana	GHA				Mampong																																																																				Diospyros barteri Hiern								Plantae					Ebenaceae														Twi:Oheneba Nsatea				
1884906257																	PreservedSpecimen				301																																														1978	12	26																Ghana	GHA	Eastern			_twetri near Adenya/Adawso																																																																				Harrisonia abyssinica (Oliv.)								Plantae					Simaroubaceae														Twi:Konfanko/Wintinto/Fi_ti_to				
1884906256																	PreservedSpecimen				344																																														1977	10	10																Ghana	GHA	Eastern			Anyansu near Apeguso																																																																				Byrsocarpus coccineus Schum & Thonn.								Plantae					Connaraceae														Twi:Awenadee				
1884906255																	PreservedSpecimen				348																																														1972	7	27																Ghana	GHA	Ashanti			Ashanti and southern Ghana																																																																				Cnestis ferruginea DC.								Plantae					Connaraceae														Twi:Ap_se				
1884906254																	PreservedSpecimen				371																																														1992	6	12																Ghana	GHA	Eastern			Mampong Arboretum																																																																				Pleiocarpa micrantha Stapf.								Plantae					Apocynaceae														Twi:_kwanwene				
1884906253																	PreservedSpecimen				312																																														1990	12	6																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Carapa procera DC								Plantae					Meliaceae														Twi:Sua-bise/Kwaku-bise;Nzima:Asokoro				
