gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1884906224																	PreservedSpecimen				269																																														1977	10	10																Ghana	GHA																																																																								Celtis wightii (Syn.C.brownii Rendle)								Plantae					Ulmaceae														Twi:Kakadiro				
1884906223																	PreservedSpecimen				290																																														2016	10	26																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Clausena anisata								Plantae					Rutaceae														Twi:Sesadua;Ewe:Ayira;Ga:Samanyobli				
1884906222																	PreservedSpecimen				247																																														1990	5	1																Ghana	GHA	Western			Tarkwa near Half Assini																																																																				Ostryoderris stuhlmannii(Taub.)Dunn ex Harms (syn. O.chevalieri Dunn)								Plantae					Papilionaceae														Nzima:Nyanfuli				
1884906221																	PreservedSpecimen				330																																														2010	3	4																Ghana	GHA	Eastern			Mangoase-prako road																																																																				Deinbollia pinnata Schum & Thonn.								Plantae					Sapindaceae														Twi:Woagye awo onipa;Ewe:Nyinia-wo-ade;Ga:(Abokobi) W_t__gbogbo				
1884906220																	PreservedSpecimen				291																																														1991	3	8																Ghana	GHA																																																																								Claussena anisata(Willd) Hooks.f.ex Benth								Plantae					Rutaceae														Twi:Sesadua/Samandua;Ewe:Ayira(Awuna) Arnut(s)I;Ga:Samanyobli,Tontnt_o				
1884906219																	PreservedSpecimen				307																																														1975	6	13																Ghana	GHA	Eastern																																																																							Trichilia prieuriana A. Juss.								Plantae					Meliaceae														Twi:Awonkuruwa/Nkuruwa				
1884906218																	PreservedSpecimen				311																																														1994	4	12																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Khaya senegalensis (Ders) A. Juss.								Plantae					Meliaceae														Twi:Kuutuukuni;Ewe:Logo				
1884906217																	PreservedSpecimen				265																																														2010	3	24																Ghana	GHA	Volta			Ho-Tsito road																																																																				Maytenus senegalensis(Lam.) Exell								Plantae					Celastraceae														Twi:Kumakuafo;Ewe:Klotsinotsi				
1884906216																	PreservedSpecimen				255																																														1994	4	12																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Desmodium adscendens (SW.) DC.								Plantae					Papilionaceae														Twi:Akwanfanu/Ditto or Ananse nkatee				
1884906215																	PreservedSpecimen				293																																														1990	12	6																Ghana	GHA	Eastern			Mampong Akwapem Kroposo																																																																				Aeglopsis chevalieri Swingle.								Plantae					Rutaceae														Twi:Obuobi				
1884906214																	PreservedSpecimen				266																																														1991	3	11																Ghana	GHA	Eastern			Ayikumah Aboretum																																																																				Maytenus senegalensis(Lam.) Exell								Plantae					Celastraceae														Twi:Kumakuafo;Ewe:Klotsinotsi				
1884906213																	PreservedSpecimen				262																																														2009	4	15																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Olax subscorpioidea.Oliv								Plantae					Olacaceae														Twi:Ah_ohenedua				
1884906212																	PreservedSpecimen				298																																														1991	3	14																Ghana	GHA	Accra			Achimota School Farm																																																																				Citrus aurantifolia (christn) Swingle								Plantae					Rutaceae														Twi:Ankaadwea,Ankaa,Akenkaa,Ankaatware_,Tware_;Ga:Kp_t_;Ewe:Mum_e				
1884906211																	PreservedSpecimen				275																																														1988	10	4																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Myrianthus arboreus								Plantae					Moraceae														Twi:Anyankoma/Kokua-aduaaba;Ewe:Avagolo;Nzima:Nyangama				
1884906210																	PreservedSpecimen				241																																														2010	8	4																Ghana	GHA	Eastern			Akuse																																																																				Abrus precatorius Linn								Plantae					Papilionaceae														Twi:Dmma-ba;Ga:Obleku hi__m_i				
1884906209																	PreservedSpecimen				322																																														2010	3	23																Ghana	GHA	Volta			Ho-Tsito road																																																																				Cardiospermum halicacabum (Linn)								Plantae					Sapindaceae																		
1884906208																	PreservedSpecimen				271																																														1990	12	5																Ghana	GHA	Eastern			Ayikumah Aboretum																																																																				Trema orientalis(Syn. T.guineensis Schum & Thonn.)Ficallio								Plantae					Ulmaceae														Twi:_sesea				
1884906207																	PreservedSpecimen				304																																														1975	8	14																Ghana	GHA	Eastern			Larteh/ Mamfe Road																																																																				Trichilia leudelotii Planch								Plantae					Meliaceae														Twi:_tanuru;Nzima:T_neba				
1884906206																	PreservedSpecimen				305																																														1975	1	28																Ghana	GHA	Eastern			Ayikumah-Aburi Road																																																																				Turraea heterophylla Smith								Plantae					Meliaceae														Twi:Ahunanyankwa				
1884906205																	PreservedSpecimen				302																																														1992	11	19																Ghana	GHA	Volta			Asikuma in the Volta Region																																																																				Pseudocedrela kotschyi (Schweinf) Harms								Plantae					Meliaceae														Ewe:Loboli				
1884906204																	PreservedSpecimen				230																																														1979	6	22																Ghana	GHA	Eastern			Obosomase Akwapem																																																																				Platysepalum hirsutum (Dunn) Hepper (Syn. Millettia hirsutum Dunn)								Plantae					Papilionaceae														Twi:_/sono Antew/Mfintima				
1884906203																	PreservedSpecimen				274																																														1977	10	10																Ghana	GHA	Volta			Anyansu near Apeguso																																																																				Ficus polita Vahl								Plantae					Moraceae														Twi;Dade aso aba				
1884906202																	PreservedSpecimen				268																																														2010	5	11																Ghana	GHA	Eastern			Aburi- Nsawam Road																																																																				Trema orientalis (Lour)								Plantae					Ulmaceae																		
1884906201																	PreservedSpecimen				240																																														1988	10	4																Ghana	GHA	Eastern			Mampong Akwapem arboretum																																																																				Cajanus cajan (Linn) Millsp (Syn.C.indicus spring)								Plantae					Papilionaceae														Ewe:Atiyi/Tiyi;Ga:Yo;Blofo-yo				
1884906200																	PreservedSpecimen				244																																														1978	12	28																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Erthrina senengalensis DC								Plantae					Papilionaceae														Twi:_srowa				
1884906199																	PreservedSpecimen				261																																														2010	3	16																Ghana	GHA	Eastern			Mangoase-prako road																																																																				Ximenia americana Linn								Plantae					Olacaceae														Twi:Kwaeam Ankaa;Ga:Komli Abonua;Nzima:Nyevi domunle				
1884906198																	PreservedSpecimen				287																																														1978	12	28																Ghana	GHA	Eastern			Ayikumah																																																																				Cissus populnea Guill & Perr								Plantae					Ampelidaceae														Twi:Sapatro;Ewe:Sanka				
1884906197																	PreservedSpecimen				283																																														1976	7	22																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Fleurya aestuans								Plantae					Urticaceae														Twi:Ahunhon				
1884906196																	PreservedSpecimen				276																																														1979	8	21																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Ficus vogelii(Miq) Miq.								Plantae					Moraceae														Twi:_f_nt_/Gyedua;Ewe:Gb_ti				
1884906195																	PreservedSpecimen				253																																														1991	8	28																Ghana	GHA	Eastern			Akuse Town																																																																				Uraria picta Desv.								Plantae					Papilionaceae														Ewe:(Awuna) Amewoyibalege				
1884906194																	PreservedSpecimen				236																																														1972	5	2																Ghana	GHA																																																																								Baphia nitida Lodd.								Plantae					Papilionaceae														Twi:Odwen/Edwono;Ewe:Odzori,Toti;Dangme:To-Teo;Fante:Odwen;Nzima:Selema				
1884906193																	PreservedSpecimen				260																																														2009	4	3																Ghana	GHA	Eastern			Ayikumah Aboretum																																																																				Ximenia americana Linn								Plantae					Olacaceae														Twi:Kwaeam Ankaa;Ga:Komli Abonua;Nzima:Nyevi domunle				
1884906192																	PreservedSpecimen				272																																														1975	2	21																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Antiaris africana Engl.(Syn.A.toxicaria)								Plantae					Moraceae														Twi:_fo/_kyewky_n;Ewe:logotsi;Fante:H_nt_n;Ga;Kudza				
1884906191																	PreservedSpecimen				259																																														1976	4	28																Ghana	GHA	Upper east			Bolgatanga forest reserve																																																																				Ximenia americana Linn								Plantae					Olacaceae														Twi:Kwaeam Ankaa;Ga:Komli Abonua;Nzima:Nyevi domunle				
1884906190																	PreservedSpecimen				294																																														1975	1	27																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Fagara viridis. A. Chev. (Syn.F.attiensis ) Hutch & Dalz								Plantae					Rutaceae														Twi;_kanto gyasi				
1884906189																	PreservedSpecimen				229																																														1992	6	10																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Baphia pubescens Hook.f.								Plantae					Papilionaceae														Twi:Odwen;Ewe:Alef_				
1884906188																	PreservedSpecimen				246																																														1975	7	28																Ghana	GHA	Accra			Legon																																																																				Uvaria picta Desv.								Plantae					Papilionaceae														Ewe:Amewoyibalege/Ven_vi-gbe				
1884906187																	PreservedSpecimen				239																																														1976	4	24																Ghana	GHA	Northen			Dawuru-Bladjai																																																																				Pterocarpus erinaceus poir								Plantae					Papilionaceae														Twi:Krayie;Ewe:Doti;Fante:K_l_nyo; Ga:Kalaya				
1884906186																	PreservedSpecimen				281																																														2009	1	29																Ghana	GHA	Eastern			Begro Forest																																																																				Musanga cezzopioides								Plantae					Moraceae														Twi:Odwuma				
1884906185																	PreservedSpecimen				295																																														1978	3	23																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Teclea Verdoorniana Exell & Mendonca								Plantae					Rutaceae														Twi:Owebribi				
1884906184																	PreservedSpecimen				280																																														1975	8	12																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Myrianthus arboreus								Plantae					Moraceae														Twi:Anyankoma/Kokua-aduaaba;Ewe:Avagolo;Nzima:Nyangama				
1884906183																	PreservedSpecimen				250																																														1991	11	14																Ghana	GHA	Eastern			About 300m on the Akuse junction Accra Road																																																																				Tephrosia linearis (Willd) Pers.								Plantae					Papilionaceae																		
1884906182																	PreservedSpecimen				267																																														1994	3	10																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Okoubaka aubrevillie pellgr. &  D. Normand								Plantae					Octoknemataceae														Twi:odee				
1884906181																	PreservedSpecimen				282																																														2010	9	2																Ghana	GHA	Eastern			Okrakwadwo- Akwapem																																																																				Laportea aestruans(Linn) Chev.(Syn. Fluerya aestruans)								Plantae					Urticaceae														Twi:Hunhon;Ewe:Afro				
1884906180																	PreservedSpecimen				245																																														2010	5	11																Ghana	GHA	Eastern			Aburi- Nsawam Road																																																																				Baphia nitida Lodd.								Plantae					Papilionaceae														Twi:Adwuna/Adwuna;Ewe:Odzori,Toti;Ga:Aboloobaatso				
1884906179																	PreservedSpecimen				210																																														1972	9	11																Ghana	GHA																																																																								Acacia pentagona (syn.Acacia pennata Willd)								Plantae					Mimosaceae														Twi: Nware				
1884906178																	PreservedSpecimen				220																																														1990	5	1																Ghana	GHA	Eastern			Dodowa, Mampong, Yensiso																																																																				Tetrapleura tetraptera (Schum & Thonn.)Taub. (T. thonningii Benth.)								Plantae					Mimosaceae														Twi:Pr_k_s_; Ewe:Pr_k_s_				
1884906177																	PreservedSpecimen				207																																														1991	2	4																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Schrankia leptocarpa DC								Plantae					Mimosaceae																		
1884906176																	PreservedSpecimen				209																																														1991	10	30																Ghana	GHA	Volta			Between Asikuma and Hortsito junction																																																																				Entada abyssinica Steuds. Ex. A. Rich								Plantae					Mimosaceae														Twi: Ekur				
1884906175																	PreservedSpecimen				256																																														1977	9	17																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Indigofera arrecta (Syn Indigofera indica Hochst.Ex. A. Rich)								Plantae					Papilionaceae														Ewe:Lad_madui				
1884906174																	PreservedSpecimen				270																																														1990	11	1																Ghana	GHA	Eastern			Mampong near school for the deaf specialist training college																																																																				Trema guineensis (Schum & Thonn.)Ficalho								Plantae					Ulmaceae														Twi:_sesea;Ewe:Wadzawadza				
1884906173																	PreservedSpecimen				252																																														1972	11	24																Ghana	GHA																																																																								Dalbergiella welwitschii Bak								Plantae					Papilionaceae														Twi:Awennade hama/Ditto				
1884906172																	PreservedSpecimen				254																																														1972	7	27																Ghana	GHA																																																																								Desmodium adscendens (SW.) DC.								Plantae					Papilionaceae														Twi:Akwanfanu/Ditto or Ananse nkatee				
1884906171																	PreservedSpecimen				238																																														1991	1	25																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Baphia nitida Lodd.								Plantae					Papilionaceae														Twi:Odwen				
1884906170																	PreservedSpecimen				231																																														1970	4	15																Ghana	GHA	Volta																																																																							Desmodium adscendeus								Plantae					Papilionaceae																		
1884906169																	PreservedSpecimen				249																																														1972	8	22																Ghana	GHA																																																																								Desmodium gangetiacum (Linn) DC								Plantae					Papilionaceae														Ewe:eglu tsi				
1884906168																	PreservedSpecimen				263																																														1988	12	24																Ghana	GHA	Eastern			Very common at the Akwapem ridge																																																																				Olax subscorpioidea.Oliv								Plantae					Olacaceae														Twi:Ah_ohenedua/Samandua;Ewe:Miti				
1884906167																	PreservedSpecimen				214																																														1993	9	30																Ghana	GHA																																																																								Dichrostachys glomerata (Forsk )Chior								Plantae					Mimosaceae														Twi:Akyekyere- Besi/Osupampam; Ga: Kaat_o; Ewe: Tremeteo; Hausa:Dundu				
1884906166																	PreservedSpecimen				264																																														1991	6	18																Ghana	GHA	Eastern			Mampong-Akwapim																																																																				Salacia debills								Plantae					Celastraceae														Twi :Homa-Kyereb_n (Green mamba climber) Ga:Upley				
1884906165																	PreservedSpecimen				224																																														1978	7	13																Ghana	GHA	Eastern			Ayikuma																																																																				Parkia clappertoniana Keay								Plantae					Mimosaceae														Twi:_s_n				
1884906164																	PreservedSpecimen				222																																														1975	1	10																Ghana	GHA	Eastern			Aburi- Nsawam Road																																																																				Parkia bicolor A. Chev								Plantae					Mimosaceae														Twi:_s_n				
1884906163																	PreservedSpecimen				227																																														1990	2	6																Ghana	GHA	Upper east			Nandom,Upper Region																																																																				Leptoderis congolensis(De Wild.) Dunn								Plantae					Papilionaceae																		
1884906162																	PreservedSpecimen				221																																														1992	11	15																Ghana	GHA																																																																								Parkia clappertoniana Keay								Plantae					Mimosaceae														Hausa:Dawadawa				
1884906161																	PreservedSpecimen				237																																														1991	8	28																Ghana	GHA	Eastern			300m from Akuse junction towards Accra																																																																				Tephrosia Spp.								Plantae					Papilionaceae																		
1884906160																	PreservedSpecimen				186																																														1975	8	12																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Griffonia simplicifolia (Vahl ex Dc) Baill								Plantae					Caesalpinaceae														Twi: Kagya; Ewe; Gbogbotri; Ga:Kanya				
1884906159																	PreservedSpecimen				258																																														2010	3	4																Ghana	GHA																																																																								Indigofera arrecta (Syn Indigofera indica Hochst.Ex. A. Rich)								Plantae					Papilionaceae														Ewe:Lad_madui				
1884906158																	PreservedSpecimen				216																																														2009	7	24																Ghana	GHA	Eastern			Mamfe-Larteh road between Benkum Sec. Sch.& chapel on right side of road																																																																				Calliandra portoricensis Benth.								Plantae					Mimosaceae																		
1884906157																	PreservedSpecimen				188																																														1977	12	20																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Daniella ogea (Harms) Rolfe ex Holland (syn. D.similis craib)								Plantae					Caesalpinaceae														Twi:_hyedua; Fante:_hyedua				
1884906156																	PreservedSpecimen				208																																														1975	6	4																Ghana	GHA	Eastern			between Somanya and Agomeda																																																																				Dichrostachys glomerata (Forsk )Chior								Plantae					Mimosaceae														Twi:Akyekyere- Besi/Osupampam; Ga: Kaat_o; Ewe: Tremeteo; Hausa:Dundu				
1884906155																	PreservedSpecimen				242																																														2009	7	24																Ghana	GHA	Eastern			Between Mampong and larth after benkum secondary School																																																																				Baphia nitida Lodd.								Plantae					Papilionaceae														Twi:Odwen				
1884906154																	PreservedSpecimen				251																																														1976	4	24																Ghana	GHA	Northen			Dawuru-Bladjai																																																																				Afrormosia laxiflora(Benth. Ex Bak) Harms								Plantae					Papilionaceae														Twi:Bonsamdua/Dua-bayifo;Fante:Any_n Dua				
1884906153																	PreservedSpecimen				257																																														1988	9	20																Ghana	GHA	Eastern			Mamfe Akwapem																																																																				Desmodium adscendens (SW.) DC.								Plantae					Papilionaceae														Twi:Akwanfanu/Ditto or Ananse nkatee/Nkatenkate				
1884906152																	PreservedSpecimen				194																																														2010	5	11																Ghana	GHA	Eastern			Aburi- Nsawam Road																																																																				Cassia abrus Linn								Plantae					Caesalpinaceae																		
1884906151																	PreservedSpecimen				215																																														2010	5	11																Ghana	GHA	Eastern			Aburi Nsawam road																																																																				Tetrapleura tetraptera (Schum & Thonn.)								Plantae					Mimosaceae														Twi:Pr_k_s_; Ewe:PR_K_S_				
1884906150																	PreservedSpecimen				233																																														1976	4	24																Ghana	GHA	Eastern			Obosomase Akwapem																																																																				Desmodium velutinum (Willd.) DC (Syn.D.lasiocarpum DC.)								Plantae					Papilionaceae														Twi:_tokotaka,Nkatenkate/Akwamfanu;Ewe:ledalede(catching snake)				
1884906149																	PreservedSpecimen				193																																														2010	5	11																Ghana	GHA	Eastern			Aburi- Nsawam Road																																																																				Cassia tora (Linn)								Plantae					Caesalpinaceae																		
1884906148																	PreservedSpecimen				178																																														1994	4	18																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Cassia occidentalis Linn								Plantae					Caesalpinaceae														Twi: Mmofarabrade				
1884906147																	PreservedSpecimen				225																																														1994	4	15																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Indigofera arrecta (Syn Indigofera indica Hochst.Ex. A. Rich)								Plantae					Papilionaceae																		
1884906146																	PreservedSpecimen				243																																														2009	7	24																Ghana	GHA	Eastern			Between Mampong and larth after benkum secondary School and chapel																																																																				Indigofera macrophylla								Plantae					Papilionaceae																		
1884906145																	PreservedSpecimen				248																																														1975	8	8																Ghana	GHA	Eastern			Mampong-Yenseso																																																																				Debergia saxatilis Hook.								Plantae					Papilionaceae														Twi:Ns_ dua ns_ hama				
1884906144																	PreservedSpecimen				200																																														2010	3	24																Ghana	GHA	Eastern			Mangoase-prako road																																																																				Dialum guineense								Plantae					Caesalpinaceae														Twi:_sena/Asitee;Ga:Y_yit_o				
1884906143																	PreservedSpecimen				223																																														2009	1	29																Ghana	GHA	Eastern			Begro Forest																																																																				Albizia zygia Macbride ( syn. Albizia brownei Oliv.)								Plantae					Mimosaceae														Twi:_kro;Ewe:Kulo,Xeyi; Fante:Akos; Ga: L_dza Kwo				
1884906142																	PreservedSpecimen				198																																														2010	3	16																Ghana	GHA	Eastern																																																																							Cassia sieberiana (DC.)								Plantae					Caesalpinaceae														Twi: P_tor_don;Ewe:Gagemagati				
1884906141																	PreservedSpecimen				195																																														2010	9	2																Ghana	GHA				Twum Guaso-Konko Road																																																																				Cassia hirsuta Linn								Plantae					Caesalpinaceae																		
1884906140																	PreservedSpecimen				228																																														1978	12	28																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Erythrina senegalensis DC								Plantae					Papilionaceae														Twi:_srowa				
1884906139																	PreservedSpecimen				167																																														1993	5	20																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Hura crepitans L.								Plantae					Euphorbiaceae																		
1884906138																	PreservedSpecimen				165																																														1976	2	18																Ghana	GHA	Eastern			Mampong Akwapem																																																																				Microdermis puberula Hook. F. ex planch								Plantae					Euphorbiaceae														Twi:_fuwabiri; Fante: Katakyidua				
1884906137																	PreservedSpecimen				161																																														1991	5	28																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Euphorbia heterophylla Linn								Plantae					Euphorbiaceae																		
1884906136																	PreservedSpecimen				232																																														1965	8	18																Ghana	GHA	Western			Nsuaem;Agona J. to Tarkwa																																																																				Desmodium adscendens								Plantae					Papilionaceae																		
1884906135																	PreservedSpecimen				187																																														2003	11	21																Ghana	GHA	Eastern			Aburi																																																																				Cassia alata Linn								Plantae					Caesalpinaceae																		
1884906134																	PreservedSpecimen				173																																														1990	11	26																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Dialium dinklagei Harms								Plantae					Caesalpinaceae														Twi: At__-Nini				
1884906133																	PreservedSpecimen				217																																														1991	3	27																Ghana	GHA	Eastern			Abotakyi																																																																				Albizia ferruginea Benth.								Plantae					Mimosaceae														Twi:Osupanpan				
1884906132																	PreservedSpecimen				234																																														1991	8	29																Ghana	GHA	Eastern			300m from Akuse junction towards Accra																																																																				Tephrosia elegans Schum.								Plantae					Papilionaceae																		
1884906131																	PreservedSpecimen				196																																														2010	9	2																Ghana	GHA				Twum Guaso-Konko Road																																																																				Cassia rotendifolia pers								Plantae					Caesalpinaceae																		
1884906130																	PreservedSpecimen				206																																														1972	7	28																Ghana	GHA																																																																								Albizia adianthifolia								Plantae					Mimosaceae														Twi: Opanpan/Okro;Ewe:Vena;Fante:Oprampan; Ga:Pamplandza				
1884906129																	PreservedSpecimen				235																																														1991	5	26																Ghana	GHA	Eastern																																																																							Baphia nitida Lodd.								Plantae					Papilionaceae														Twi:Odwen				
1884906128																	PreservedSpecimen				213																																														1975	6	24																Ghana	GHA	Eastern			Tutu Akwapem																																																																				Albizia coriaria Welw ex Oliv.								Plantae					Mimosaceae														Twi: Osupanpan/Awiamfuo Samina, Kuo; Ewe: Krulofante				
1884906127																	PreservedSpecimen				226																																														1972	8	23																Ghana	GHA																																																																								Abrus precatorius Linn								Plantae					Papilionaceae														Twi:Obrekuani/Obrekuani,Baamaboo;Dangme:Atrom				
1884906125																	PreservedSpecimen				218																																														2009	7	29																Ghana	GHA	Eastern			Begor Forest																																																																				Albizia zygia Macbride ( syn. Albizia brownei Oliv.)								Plantae					Mimosaceae														Twi:_kro;Ewe:Kulo,Xeyi; Fante:Akos; Ga: L_dza Kwo				
1884906124																	PreservedSpecimen				174																																														1990	12	3																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Dialium dinklagei Harms								Plantae					Caesalpinaceae														Twi: At__-Nini; Wass: Awendade				
1884906123																	PreservedSpecimen				185																																														1978	5	17																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Griffonia simplicifolia (Vahl ex Dc) Baill								Plantae					Caesalpinaceae														Twi: Kagya; Ewe; Gbogbotri; Ga:Kanya				
1884906122																	PreservedSpecimen				219																																														1991	6	19																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Acacia pennata (Linn) Willd (Syn. Mimosa pennata Linn)								Plantae					Mimosaceae														Twi:Oguanben;Nguare;Nnwere; Ewe: Damalia; Nzima:_meahile				
1884906121																	PreservedSpecimen				162																																														2009	1	29																Ghana	GHA	Eastern			Begoro forest																																																																				Pycnocoma macrophylla Benth.								Plantae					Euphorbiaceae														Twi:Kofie-Kofie				
1884906120																	PreservedSpecimen				201																																														1991	4	14																Ghana	GHA	Eastern			Mampong Aboretum																																																																				Pileostigna thonningii (Schum) (syn. Bauhinia thonningii K.Sehum)								Plantae					Caesalpinaceae														Twi:Otokotaka,Opitipata/Tofotafa;Ewe:Klo;Ga:Otokotaka				
1884906119																	PreservedSpecimen				175																																														1974	2	18																Ghana	GHA	Accra			Dodowa Accra road																																																																				Dialium guineense Willd								Plantae					Caesalpinaceae														Twi:Osena/Ataa; Ewe: Atitoe; Fante: Bonaminta; Ga: Y_yitso; Nzima:Avunle				
1884906118																	PreservedSpecimen				199																																														2009	7	17																Ghana	GHA	Eastern			CSRPM Copmpound near end of avenue at the park																																																																				Cassia sieberiana (DC.)								Plantae					Caesalpinaceae														Twi:Nkok_bewiu				
1884906117																	PreservedSpecimen				171																																														1991	1	17																Ghana	GHA	Accra																																																																							Tamarindus indica Linn								Plantae					Caesalpinaceae														Twi:_s_n;Bor_fo sonkoran; Ewe: Yevutsitsoe; Ga: Bl_fo yoyitso				
1884906116																	PreservedSpecimen				141																																														2009	7	24																Ghana	GHA	Eastern			CSRPM, old nursery behind Administrative block																																																																				Croton membranaceus								Plantae					Euphorbiaceae																		
1884906115																	PreservedSpecimen				203																																														2009	4	17																Ghana	GHA	Eastern			Adawso Farm																																																																				Dialum guineense								Plantae					Caesalpinaceae														Twi:_sena/Asitee;Ga:Y_yit_o				
1884906114																	PreservedSpecimen				211																																														1979	10	19																Ghana	GHA	Eastern			Larteh																																																																				Calliandra portoricensis Benth.								Plantae					Mimosaceae														Twi: Nyanafunu/Gyiadawuro;Ewe: W_kvtsi; Ga:_mate_mate;Fante: Ahwintsihwinisi				
1884906113																	PreservedSpecimen				183																																														1994	3	3																Ghana	GHA	Eastern			Koforidua																																																																				Mezoneuron benthamianum Baill								Plantae					Caesalpinaceae														Twi:Akoob_wer_w; Ewe: Xl_n_i/A__ka				
1884906112																	PreservedSpecimen				176																																														1976	8	11																Ghana	GHA	Eastern			Aburi																																																																				Dialium guineense Willd								Plantae					Caesalpinaceae														Twi:Osena fufu/Ataa; Ewe: Atitoe; Fante: Bonaminta; Ga: Y_yitso; Nzima:Avunle				
1884906111																	PreservedSpecimen				147																																														1975	8	14																Ghana	GHA	Eastern			Ayikuma-Agomeda road																																																																				Rianus communis Linn								Plantae					Euphorbiaceae														Twi:Adeden-nkruma;Ewe:Dzegbele/Dzongbale; Fante:Adeden-nkruma;Ga:Adeden-nkruma				
1884906110																	PreservedSpecimen				172																																														1978	7	13																Ghana	GHA	Eastern			Abonse Akwapem																																																																				Griffonia simplicifolia (Vahl ex Dc) Baill								Plantae					Caesalpinaceae														Twi:Tootoku				
1884906109																	PreservedSpecimen				168																																														1971	7	28																Ghana	GHA																																																																								Alchornea cordifolia (Schum & Thonn) Muell. Arg								Plantae					Euphorbiaceae														Twi:Agyama/Ogyama; Ga:Gbloo; Ewe:Avovlo;Fante:Ogyamma				
