gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
1884906421				CC_BY_4_0													PRESERVED_SPECIMEN				539																		PRESENT																							2010-10-20		293	293	2010	10	20												AFRICA				GH	Eastern			CSRPM Building ,Mampong Akwapem																																																												Hypoestes verticillaris R.Br., 1810								Plantae	Tracheophyta	Magnoliopsida	Lamiales		Acanthaceae				Hypoestes	Hypoestes			verticillaris			SPECIES		Twi:Kwasi peter_pr_ ,Ewe:Lamaduitoga		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:45.006Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	7449059	7449059	6	7707728	220	408	2393	3173195		7449059	Hypoestes verticillaris	Hypoestes verticillaris R.Br., 1810	Hypoestes verticilllans (Linn.f) Solanda, ex roem and schult.		EML	2024-01-24T20:29:45.006Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906420				CC_BY_4_0													PRESERVED_SPECIMEN				454																		PRESENT																							2010				2010														AFRICA				GH	Volta			Ho-Tsito road																																																												Plantae								Plantae																KINGDOM				ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:49.416Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	6	6	6									Plantae	Gonglonema Latifolium		EML	2024-01-24T20:29:49.416Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906419				CC_BY_4_0													PRESERVED_SPECIMEN				484																		PRESENT																							1988-12-20		355	355	1988	12	20												AFRICA				GH	Upper east			Nandom																																																												Fadogia agrestis Schweinf.								Plantae	Tracheophyta	Magnoliopsida	Gentianales		Rubiaceae				Vangueria	Fadogia			agrestis			SPECIES		Dagarti:Logier		SYNONYM			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:53.472Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	8649977	2917833	6	7707728	220	412	8798	2917735		2917833	Vangueria agrestis	Vangueria agrestis (Schweinf. ex Hiern) Lantz	Fadogia agrestis Schweinf		EML	2024-01-24T20:29:53.472Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906418				CC_BY_4_0													PRESERVED_SPECIMEN				521																		PRESENT																							2010-03-24		83	83	2010	3	24												AFRICA				GH																																																																Aframomum melegueta K.Schum.								Plantae	Tracheophyta	Liliopsida	Zingiberales		Zingiberaceae				Aframomum	Aframomum			melegueta			SPECIES		Twi: Fam wisa Ewe:Amusa,Ga;Anavie		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:43.390Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_FUZZY		false	false	2758930	2758930	6	7707728	196	627	4687	2758799		2758930	Aframomum melegueta	Aframomum melegueta K.Schum.	Afrmomum melegueta		EML	2024-01-24T20:29:43.390Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									DD
1884906417				CC_BY_4_0													PRESERVED_SPECIMEN				472																		PRESENT																							1994-04-12		102	102	1994	4	12												AFRICA				GH	Eastern			CSPRM Botanical Garden, Mampong-Akwapim																																																												Canthium Lam.								Plantae	Tracheophyta	Magnoliopsida	Gentianales		Rubiaceae				Canthium	Canthium						GENUS		Twi: Nyankumati Ashanti: Ogyapam/Ntetea-Dupow		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:51.716Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	2917429	2917429	6	7707728	220	412	8798	2917429				Canthium Lam.	Canthium Glabriflorum Hiern		EML	2024-01-24T20:29:51.716Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906416				CC_BY_4_0													PRESERVED_SPECIMEN				482																		PRESENT																							1975-01-24		24	24	1975	1	24												AFRICA				GH	Eastern			Mampong Akuapem																																																												Psychotria calva Hiern								Plantae	Tracheophyta	Magnoliopsida	Gentianales		Rubiaceae				Psychotria	Psychotria			calva			SPECIES		Twi:Nk_nk_,		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:53.344Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_FUZZY		false	false	2922364	2922364	6	7707728	220	412	8798	2919963		2922364	Psychotria calva	Psychotria calva Hiern	Psychoritria calva Hiern		EML	2024-01-24T20:29:53.344Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906415				CC_BY_4_0													PRESERVED_SPECIMEN				528																		PRESENT																							1991-01-03		3	3	1991	1	3												AFRICA				GH	Eastern			Mampong Akwapem																																																												Ocimum gratissimum L.								Plantae	Tracheophyta	Magnoliopsida	Lamiales		Lamiaceae				Ocimum	Ocimum			gratissimum			SPECIES		Twi:Nunum/Onunum,Ewe:Dzevetior/Dzoveti,Ga:Suru/Sulu		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:43.851Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	2927094	2927094	6	7707728	220	408	2497	2874693		2927094	Ocimum gratissimum	Ocimum gratissimum L.	Ocimum gratissimum Linn (Syn.O.Viride Willd)		EML	2024-01-24T20:29:43.851Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906414				CC_BY_4_0													PRESERVED_SPECIMEN				455																		PRESENT																							1977-08-15		227	227	1977	8	15												AFRICA				GH	Eastern																																																															Plantae								Plantae																KINGDOM		Twi;Korantemaa/Ahaban Korantemaa		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:49.470Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	6	6	6									Plantae	Secamone Afzelii(schultes)k.Schum		EML	2024-01-24T20:29:49.470Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906413				CC_BY_4_0													PRESERVED_SPECIMEN				420																		PRESENT																							2008-05-15		136	136	2008	5	15												AFRICA				GH	Eastern			On the junction fron old Tafo to New Tafo																																																												Ageratum conyzoides L.								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Ageratum	Ageratum			conyzoides			SPECIES				ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:45.175Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_FUZZY		false	false	5401673	5401673	6	7707728	220	414	3065	3138550		5401673	Ageratum conyzoides	Ageratum conyzoides L.	Ageiatum coryzoides		EML	2024-01-24T20:29:45.175Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906412				CC_BY_4_0													PRESERVED_SPECIMEN				515																		PRESENT																							1988-12-27		362	362	1988	12	27												AFRICA				GH	Upper east			Nandom																																																												Cyperus articulatus L.								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Cyperus	Cyperus			articulatus			SPECIES		Dagarti:Sinsinr_		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:43.135Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	2713638	2713638	6	7707728	196	1369	7708	2713455		2713638	Cyperus articulatus	Cyperus articulatus L.	Cyperus articulatus Linn		EML	2024-01-24T20:29:43.135Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									LC
1884906411				CC_BY_4_0													PRESERVED_SPECIMEN				522																		PRESENT																							1993-06-07		158	158	1993	6	7												AFRICA				GH	Eastern			Mampong Akuapim near pond towards broadcasting house on accra road																																																												Costus afer Ker Gawl.								Plantae	Tracheophyta	Liliopsida	Zingiberales		Costaceae				Costus	Costus			afer			SPECIES		Twi:Somme /Somme-nini		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:43.466Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	2756876	2756876	6	7707728	196	627	4492	2756771		2756876	Costus afer	Costus afer Ker Gawl.	Costus afer Ker-Gawwl		EML	2024-01-24T20:29:43.466Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906410				CC_BY_4_0													PRESERVED_SPECIMEN				443																		PRESENT																							1991-06-17		168	168	1991	6	17												AFRICA				GH	Eastern																																																															Lactuca taraxacifolia (Willd.) Hornem., 1819								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Launaea	Lactuca			taraxacifolia			SPECIES				SYNONYM			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:48.139Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	3140349	3144875	6	7707728	220	414	3065	3144659		3144875	Launaea taraxacifolia	Launaea taraxacifolia (Willd.) Amin ex C.Jeffrey	Lactuca taraxacifolia(Wild) K.Schum ex Hornemann.		EML	2024-01-24T20:29:48.139Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906408				CC_BY_4_0													PRESERVED_SPECIMEN				433																		PRESENT																							1991-05-28		148	148	1991	5	28												AFRICA				GH	Eastern			around CSRPM building																																																												Tridax procumbens L.								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Tridax	Tridax			procumbens			SPECIES				ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:46.360Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	3149462	3149462	6	7707728	220	414	3065	3149429		3149462	Tridax procumbens	Tridax procumbens L.	Tridax procumbens Linn.		EML	2024-01-24T20:29:46.360Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906407				CC_BY_4_0													PRESERVED_SPECIMEN				512																		PRESENT																							1991-11-14		318	318	1991	11	14												AFRICA				GH	Eastern			Tetteh Quarshie Memorial Hospital premisis (Mampong Akuapim)																																																												Mariscus flabelliformis Kunth								Plantae	Tracheophyta	Liliopsida	Poales		Cyperaceae				Cyperus	Mariscus			flabelliformis			SPECIES				SYNONYM			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:42.907Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	5291628	2714958	6	7707728	196	1369	7708	2713455		2714958	Cyperus tenuis	Cyperus tenuis Sw.	Mariscus flabelliformis Kunth		EML	2024-01-24T20:29:42.907Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906406				CC_BY_4_0													PRESERVED_SPECIMEN				497																		PRESENT																							1992-05-06		127	127	1992	5	6												AFRICA				GH	Eastern			Amanokrom- Akwapem																																																												Elaeis guineensis Jacq.								Plantae	Tracheophyta	Liliopsida	Arecales		Arecaceae				Elaeis	Elaeis			guineensis			SPECIES		Twi:Ab_,Ga:_me,Nzema:Ar_l_		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:55.537Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_FUZZY		false	false	2731882	2731882	6	7707728	196	552	7681	2731881		2731882	Elaeis guineensis	Elaeis guineensis Jacq.	Elaesis guineensis Jacq		EML	2024-01-24T20:29:55.537Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									LC
1884906405				CC_BY_4_0													PRESERVED_SPECIMEN				461																		PRESENT																							1971				1971														AFRICA				GH	Eastern			Kade A.R.S																																																												Verbenaceae								Plantae	Tracheophyta	Magnoliopsida	Lamiales		Verbenaceae											FAMILY				ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:50.395Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	6689	6689	6	7707728	220	408	6689					Verbenaceae	stachytarpheta cageunensis		EML	2024-01-24T20:29:50.395Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906404				CC_BY_4_0													PRESERVED_SPECIMEN				429																		PRESENT																							1994-06-10		161	161	1994	6	10												AFRICA				GH	Eastern			Amanokrom-Akwapim																																																												Bidens pilosa L.								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Bidens	Bidens			pilosa			SPECIES		Twi:Dwirantwi		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:46.049Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	5391845	5391845	6	7707728	220	414	3065	3105856		5391845	Bidens pilosa	Bidens pilosa L.	Bidens pilosa linn		EML	2024-01-24T20:29:46.049Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906403				CC_BY_4_0													PRESERVED_SPECIMEN				517																		PRESENT																							1991-06-24		175	175	1991	6	24												AFRICA				GH	Eastern			Awherease-Akuapim																																																												Drynaria (Bory) J.Sm.								Plantae	Tracheophyta	Polypodiopsida	Polypodiales		Polypodiaceae				Drynaria	Drynaria						GENUS		Twi:Bedru		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:43.207Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	7126669	7126669	6	7707728	7228684	392	2368	7126669				Drynaria (Bory) J.Sm.	Drynaria Laurentii(christ) Hieron		EML	2024-01-24T20:29:43.207Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									
1884906402				CC_BY_4_0													PRESERVED_SPECIMEN				486																		PRESENT																							1991-01-25		25	25	1991	1	25												AFRICA				GH	Eastern			Aboretum CSRPM mampong Akwapem																																																												Pavetta corymbosa (DC.) F.N.Williams								Plantae	Tracheophyta	Magnoliopsida	Gentianales		Rubiaceae				Pavetta	Pavetta			corymbosa			SPECIES		Twi: Nkonkodun		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:53.695Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	2924761	2924761	6	7707728	220	412	8798	2924499		2924761	Pavetta corymbosa	Pavetta corymbosa (DC.) F.N.Williams	Pavetta corymbosa(DC) F.N Williams		EML	2024-01-24T20:29:53.695Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									LC
1884906401				CC_BY_4_0													PRESERVED_SPECIMEN				480																		PRESENT																							1976-04-25		116	116	1976	4	25												AFRICA				GH	Northern			Blajai																																																												Psychotria vogeliana Benth.								Plantae	Tracheophyta	Magnoliopsida	Gentianales		Rubiaceae				Psychotria	Psychotria			vogeliana			SPECIES		Twi:_b_hwe		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:53.261Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	2921091	2921091	6	7707728	220	412	8798	2919963		2921091	Psychotria vogeliana	Psychotria vogeliana Benth.	Psychotria vogeliana Benth		EML	2024-01-24T20:29:53.261Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									LC
1884906400				CC_BY_4_0													PRESERVED_SPECIMEN				428																		PRESENT																							2010-10-20		293	293	2010	10	20												AFRICA				GH	Eastern			CSRPM Building ,Mampong Akwapem																																																												Bidens pilosa L.								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Bidens	Bidens			pilosa			SPECIES		Twi:Gyantwi,Ewe:Dzanikpikpi		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:45.995Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	5391845	5391845	6	7707728	220	414	3065	3105856		5391845	Bidens pilosa	Bidens pilosa L.	Bidens pilosa linn		EML	2024-01-24T20:29:45.995Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906399				CC_BY_4_0													PRESERVED_SPECIMEN				469																		PRESENT																							2010-03-04		63	63	2010	3	4												AFRICA				GH																																																																Mitragyna inermis (Willd.) Kuntze								Plantae	Tracheophyta	Magnoliopsida	Gentianales		Rubiaceae				Mitragyna	Mitragyna			inermis			SPECIES		Ewe:Nyimo, Ga:Kpakp_n		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:51.362Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	2900458	2900458	6	7707728	220	412	8798	2900452		2900458	Mitragyna inermis	Mitragyna inermis (Willd.) Kuntze	Mitragyna inermis		EML	2024-01-24T20:29:51.362Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									LC
1884906398				CC_BY_4_0													PRESERVED_SPECIMEN				492																		PRESENT																							1991-03-12		71	71	1991	3	12												AFRICA				GH	Eastern			Aboretum																																																												Sesamum radiatum Schumach. & Thonn.								Plantae	Tracheophyta	Magnoliopsida	Lamiales		Pedaliaceae				Sesamum	Sesamum			radiatum			SPECIES				ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:55.095Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	3172620	3172620	6	7707728	220	408	6650	3172619		3172620	Sesamum radiatum	Sesamum radiatum Schumach. & Thonn.	sesamum radiatum schum and Thonn		EML	2024-01-24T20:29:55.095Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906397				CC_BY_4_0													PRESERVED_SPECIMEN				506																		PRESENT																							1976-08-10		223	223	1976	8	10												AFRICA				GH	Eastern			Krobo																																																												Gramineae								Plantae	Tracheophyta	Liliopsida	Poales		Poaceae											FAMILY				SYNONYM			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:42.722Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	4270654	3073	6	7707728	196	1369	3073					Poaceae	Cymbopong Gigantrus Chior		EML	2024-01-24T20:29:42.722Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									
1884906396				CC_BY_4_0													PRESERVED_SPECIMEN				489																		PRESENT																							1990-11-29		333	333	1990	11	29												AFRICA				GH	Eastern			mampong akwapem																																																												Rubiaceae								Plantae	Tracheophyta	Magnoliopsida	Gentianales		Rubiaceae											FAMILY		Twi:Aseresew		ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:54.406Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	8798	8798	6	7707728	220	412	8798					Rubiaceae	Matrarpus verticillatus vatke		EML	2024-01-24T20:29:54.406Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
1884906395				CC_BY_4_0													PRESERVED_SPECIMEN				444																		PRESENT																							2014-11-09		313	313	2014	11	9												AFRICA				GH																																																																Bidens pilosa L.								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Bidens	Bidens			pilosa			SPECIES				ACCEPTED			7d0795c4-a685-4ab1-9fd6-71737a87fe8c	GH	2024-01-24T20:29:48.394Z						CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_HIGHERRANK		false	false	5391845	5391845	6	7707728	220	414	3065	3105856		5391845	Bidens pilosa	Bidens pilosa L.	Bidens pilosa linne		EML	2024-01-24T20:29:48.394Z	2023-01-06T22:00:31.820Z	false		BID-AF2017-0226-NAC	false	AFRICA	AFRICA									NE
